run_id,wall_time,mode,bitfile,wns_ns,software_commit,workload,workload_id,repeat,status,exclusion_reason,n_circuits,shots,rps,n_active_ch,per_shot_us,qpu_ms,t_start_ns,t_end_ns,elapsed_ms,cmd_bytes_logical,cmd_bytes_transferred,readout_bytes,send_block_us_max,send_block_us_total,seamless,tag,pool_tables,n_groups,cnr,cnr_wait_cycles,note,t_first_dma_done_ns,t_start_written_ns,t_first_cid_ns,t_batch_done_ns
c3_14q_decomp_p0-c3-10-r-1-1789960381,2026-09-20T20:13:01,c3,build_13b440c3_20260918192735,0.001,7de69de,single,10,-1,ok,,1,32,2,8,27.36,0.8756,973607184187663,973607185168943,0.98128,1664,262400,4096,38,256,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973607184240054,973607184240764,973607184274684,973607185152573
c3_14q_decomp_p0-c3-20-r1-1789960395,2026-09-20T20:13:15,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,1,ok,,1,1000,2,5,17.66,17.6580,973620250662898,973620268541747,17.878849,1008,164096,56000,43,3118,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973620250697168,973620250697858,973620250717649,973620268532767
c3_14q_decomp_p0-c3-20-r2-1789960395,2026-09-20T20:13:15,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,2,ok,,1,1000,2,5,17.66,17.6580,973620446197784,973620464080113,17.882329,1008,164096,56000,35,3079,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973620446231354,973620446231974,973620446252144,973620464066252
c3_14q_decomp_p0-c3-20-r3-1789960395,2026-09-20T20:13:15,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,3,ok,,1,1000,2,5,17.66,17.6580,973620643717789,973620661605988,17.888199,1008,164096,56000,37,3109,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973620643750750,973620643751410,973620643771950,973620661586038
c3_14q_decomp_p0-c3-20-r4-1789960395,2026-09-20T20:13:15,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,4,ok,,1,1000,2,5,17.66,17.6580,973620842735780,973620860619689,17.883909,1008,164096,56000,334,3409,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973620842769520,973620842770180,973620842790960,973620860604848
c3_14q_decomp_p0-c3-20-r5-1789960395,2026-09-20T20:13:15,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,5,ok,,1,1000,2,5,17.66,17.6580,973621038989353,973621056875862,17.886509,1008,164096,56000,38,3102,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973621039022613,973621039023233,973621039044003,973621056857701
c3_14q_decomp_p0-c3-20-r6-1789960396,2026-09-20T20:13:16,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,6,ok,,1,1000,2,5,17.66,17.6580,973621234355247,973621252431857,18.07661,1008,164096,56000,38,2950,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973621234389177,973621234389687,973621234409647,973621252223865
c3_14q_decomp_p0-c3-20-r7-1789960396,2026-09-20T20:13:16,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,7,ok,,1,1000,2,5,17.66,17.6580,973621429244306,973621447124095,17.879789,1008,164096,56000,42,3019,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973621429277956,973621429278586,973621429298486,973621447112614
c3_14q_decomp_p0-c3-20-r8-1789960396,2026-09-20T20:13:16,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,8,ok,,1,1000,2,5,17.66,17.6580,973621626171805,973621644050624,17.878819,1008,164096,56000,40,3013,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973621626204986,973621626205636,973621626225626,973621644039984
c3_14q_decomp_p0-c3-20-r9-1789960396,2026-09-20T20:13:16,c3,build_13b440c3_20260918192735,0.001,7de69de,single,20,9,ok,,1,1000,2,5,17.66,17.6580,973621822155876,973621840034324,17.878448,1008,164096,56000,38,3062,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973621822189526,973621822190206,973621822210516,973621840024004
c3_14q_decomp_p0-c3-25-r-1-1789960396,2026-09-20T20:13:16,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,-1,ok,,1,1024,2,4,17.12,17.5309,973622005876363,973622023622070,17.745707,1344,131328,65536,40,3668,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622005903163,973622005903813,973622005920143,973622023610930
c3_14q_decomp_p0-c3-25-r0-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,0,ok,,1,1024,2,4,17.12,17.5309,973622184352698,973622202098876,17.746178,1344,131328,65536,46,3783,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622184380448,973622184381148,973622184397078,973622202088115
c3_14q_decomp_p0-c3-25-r1-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,1,ok,,1,1024,2,4,17.12,17.5309,973622361145586,973622378896134,17.750548,1344,131328,65536,44,3858,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622361172687,973622361173327,973622361189657,973622378880354
c3_14q_decomp_p0-c3-25-r2-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,2,ok,,1,1024,2,4,17.12,17.5309,973622540509870,973622558256288,17.746418,1344,131328,65536,39,3671,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622540536710,973622540537370,973622540554961,973622558244928
c3_14q_decomp_p0-c3-25-r3-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,3,ok,,1,1024,2,4,17.12,17.5309,973622717473430,973622735222498,17.749068,1344,131328,65536,37,3752,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622717499710,973622717500460,973622717517521,973622735208987
c3_14q_decomp_p0-c3-25-r4-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,4,ok,,1,1024,2,4,17.12,17.5309,973622894991136,973622912738373,17.747237,1344,131328,65536,45,3705,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973622895018176,973622895018896,973622895035356,973622912727023
c3_14q_decomp_p0-c3-25-r5-1789960397,2026-09-20T20:13:17,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,5,ok,,1,1024,2,4,17.12,17.5309,973623072279799,973623090033766,17.753967,1344,131328,65536,35,3617,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623072306429,973623072307049,973623072324719,973623090015056
c3_14q_decomp_p0-c3-25-r6-1789960398,2026-09-20T20:13:18,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,6,ok,,1,1024,2,4,17.12,17.5309,973623249674153,973623267424700,17.750547,1344,131328,65536,39,3636,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623249700873,973623249702003,973623249718653,973623267409830
c3_14q_decomp_p0-c3-25-r7-1789960398,2026-09-20T20:13:18,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,7,ok,,1,1024,2,4,17.12,17.5309,973623428697393,973623446443381,17.745988,1344,131328,65536,44,3612,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623428724434,973623428725084,973623428741784,973623446432461
c3_14q_decomp_p0-c3-25-r8-1789960398,2026-09-20T20:13:18,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,8,ok,,1,1024,2,4,17.12,17.5309,973623605420831,973623623165678,17.744847,1344,131328,65536,383,3999,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623605448081,973623605448731,973623605466251,973623623156128
c3_14q_decomp_p0-c3-25-r9-1789960398,2026-09-20T20:13:18,c3,build_13b440c3_20260918192735,0.001,7de69de,single,25,9,ok,,1,1024,2,4,17.12,17.5309,973623778825555,973623796576533,17.750978,1344,131328,65536,42,3475,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623778853236,973623778853866,973623778870856,973623796560873
c3_14q_decomp_p0-c3-8-r-1-1789960398,2026-09-20T20:13:18,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,-1,ok,,1,1024,2,5,17.97,18.4054,973623991679854,973624010316841,18.636987,1040,164096,81920,64,4378,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973623991713784,973623991714394,973623991735115,973624010299300
c3_14q_decomp_p0-c3-8-r0-1789960399,2026-09-20T20:13:19,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,0,ok,,1,1024,2,5,17.97,18.4054,973624198572143,973624217207040,18.634897,1040,164096,81920,45,4311,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973624198605424,973624198606084,973624198627494,973624217191420
c3_14q_decomp_p0-c3-8-r1-1789960399,2026-09-20T20:13:19,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,1,ok,,1,1024,2,5,17.97,18.4054,973624408617594,973624427249471,18.631877,1040,164096,81920,36,4533,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973624408651134,973624408651835,973624408673095,973624427237410
c3_14q_decomp_p0-c3-8-r2-1789960399,2026-09-20T20:13:19,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,2,ok,,1,1024,2,5,17.97,18.4054,973624617240051,973624635873087,18.633036,1040,164096,81920,47,4564,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973624617274321,973624617274941,973624617295521,973624635860397
c3_14q_decomp_p0-c3-8-r3-1789960399,2026-09-20T20:13:19,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,3,ok,,1,1024,2,5,17.97,18.4054,973624827745496,973624846383713,18.638217,1040,164096,81920,77,4512,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973624827779466,973624827780166,973624827800717,973624846365992
c3_14q_decomp_p0-c3-8-r4-1789960399,2026-09-20T20:13:19,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,4,ok,,1,1024,2,5,17.97,18.4054,973625038114210,973625056750837,18.636627,1040,164096,81920,214,4907,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973625038147780,973625038148430,973625038168891,973625056734656
c3_14q_decomp_p0-c3-8-r5-1789960400,2026-09-20T20:13:20,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,5,ok,,1,1024,2,5,17.97,18.4054,973625248277242,973625266914608,18.637366,1040,164096,81920,43,4614,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973625248310312,973625248310972,973625248331643,973625266897328
c3_14q_decomp_p0-c3-8-r6-1789960400,2026-09-20T20:13:20,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,6,ok,,1,1024,2,5,17.97,18.4054,973625459291663,973625477928009,18.636346,1040,164096,81920,45,4536,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973625459325213,973625459326123,973625459346683,973625477912219
c3_14q_decomp_p0-c3-8-r7-1789960400,2026-09-20T20:13:20,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,7,ok,,1,1024,2,5,17.97,18.4054,973625669726867,973625688356524,18.629657,1040,164096,81920,40,4649,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973625669760258,973625669760998,973625669781888,973625688346763
c3_14q_decomp_p0-c3-8-r8-1789960400,2026-09-20T20:13:20,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,8,ok,,1,1024,2,5,17.97,18.4054,973625881128562,973625899767018,18.638456,1040,164096,81920,45,4529,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973625881162522,973625881163142,973625881183352,973625899748458
c3_14q_decomp_p0-c3-8-r9-1789960400,2026-09-20T20:13:20,c3,build_13b440c3_20260918192735,0.001,7de69de,single,8,9,ok,,1,1024,2,5,17.97,18.4054,973626091301854,973626109932270,18.630416,1040,164096,81920,35,4638,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626091335214,973626091335864,973626091356874,973626109922760
c3_14q_decomp_p0-c3-13-r-1-1789960401,2026-09-20T20:13:21,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,-1,ok,,1,500,2,4,26.47,13.2360,973626283134992,973626296505726,13.370734,3008,131328,32000,51,1799,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626283162253,973626283162853,973626283179363,973626296493466
c3_14q_decomp_p0-c3-13-r0-1789960401,2026-09-20T20:13:21,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,0,ok,,1,500,2,4,26.47,13.2360,973626460276764,973626473652658,13.375894,3008,131328,32000,37,1755,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626460304484,973626460305084,973626460321654,973626473635778
c3_14q_decomp_p0-c3-13-r1-1789960401,2026-09-20T20:13:21,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,1,ok,,1,500,2,4,26.47,13.2360,973626638179273,973626651554237,13.374964,3008,131328,32000,39,1787,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626638206444,973626638207094,973626638224004,973626651537967
c3_14q_decomp_p0-c3-13-r2-1789960401,2026-09-20T20:13:21,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,2,ok,,1,500,2,4,26.47,13.2360,973626816187814,973626829561777,13.373963,3008,131328,32000,38,1776,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626816215224,973626816215884,973626816232374,973626829546477
c3_14q_decomp_p0-c3-13-r3-1789960401,2026-09-20T20:13:21,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,3,ok,,1,500,2,4,26.47,13.2360,973626994211824,973627007587338,13.375514,3008,131328,32000,61,1806,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973626994239134,973626994239814,973626994256355,973627007570658
c3_14q_decomp_p0-c3-13-r4-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,4,ok,,1,500,2,4,26.47,13.2360,973627172016182,973627185384946,13.368764,3008,131328,32000,36,1773,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973627172043363,973627172044513,973627172061163,973627185374546
c3_14q_decomp_p0-c3-13-r5-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,5,ok,,1,500,2,4,26.47,13.2360,973627349774940,973627363149354,13.374414,3008,131328,32000,35,1750,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973627349801761,973627349802921,973627349819261,973627363134294
c3_14q_decomp_p0-c3-13-r6-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,6,ok,,1,500,2,4,26.47,13.2360,973627528528198,973627541911812,13.383614,3008,131328,32000,37,1767,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973627528555548,973627528556248,973627528573259,973627541887382
c3_14q_decomp_p0-c3-13-r7-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,7,ok,,1,500,2,4,26.47,13.2360,973627707451678,973627720829541,13.377863,3008,131328,32000,37,1768,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973627707479368,973627707480058,973627707497058,973627720810151
c3_14q_decomp_p0-c3-13-r8-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,8,ok,,1,500,2,4,26.47,13.2360,973627887918543,973627901291826,13.373283,3008,131328,32000,36,1753,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973627887945663,973627887946323,973627887963383,973627901276546
c3_14q_decomp_p0-c3-13-r9-1789960402,2026-09-20T20:13:22,c3,build_13b440c3_20260918192735,0.001,7de69de,single,13,9,ok,,1,500,2,4,26.47,13.2360,973628066562399,973628079941513,13.379114,3008,131328,32000,63,1799,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973628066589290,973628066589910,973628066607590,973628079920753
c3_14q_decomp_p0-c3-7-r-1-1789960403,2026-09-20T20:13:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,973628250628030,973628373562450,122.93442,832,131328,524288,46,27134,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973628250654961,973628250655621,973628250672561,973628373553010
c3_14q_decomp_p0-c3-7-r0-1789960403,2026-09-20T20:13:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,0,ok,,1,8192,2,4,14.84,121.6020,973628511536420,973628634472669,122.936249,832,131328,524288,462,28727,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973628511563690,973628511564360,973628511580640,973628634461379
c3_14q_decomp_p0-c3-7-r1-1789960403,2026-09-20T20:13:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,1,ok,,1,8192,2,4,14.84,121.6020,973628770932014,973628893873574,122.94156,832,131328,524288,888,28931,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973628770959334,973628770959994,973628770976545,973628893856524
c3_14q_decomp_p0-c3-7-r2-1789960403,2026-09-20T20:13:23,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,2,ok,,1,8192,2,4,14.84,121.6020,973629031280918,973629154216418,122.9355,832,131328,524288,356,28579,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973629031307618,973629031308268,973629031326278,973629154205047
c3_14q_decomp_p0-c3-7-r3-1789960404,2026-09-20T20:13:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,3,ok,,1,8192,2,4,14.84,121.6020,973629301959355,973629424896475,122.93712,832,131328,524288,683,28724,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973629301985975,973629301986615,973629302003986,973629424884085
c3_14q_decomp_p0-c3-7-r4-1789960404,2026-09-20T20:13:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,4,ok,,1,8192,2,4,14.84,121.6020,973629561824194,973629684760804,122.93661,832,131328,524288,334,27154,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973629561851165,973629561851815,973629561868825,973629684748534
c3_14q_decomp_p0-c3-7-r5-1789960404,2026-09-20T20:13:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,5,ok,,1,8192,2,4,14.84,121.6020,973629820706063,973629943640383,122.93432,832,131328,524288,371,27275,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973629820733384,973629820734174,973629820750374,973629943630593
c3_14q_decomp_p0-c3-7-r6-1789960404,2026-09-20T20:13:24,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,6,ok,,1,8192,2,4,14.84,121.6020,973630079806895,973630202743984,122.937089,832,131328,524288,702,27819,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973630079833855,973630079834475,973630079851455,973630202731144
c3_14q_decomp_p0-c3-7-r7-1789960405,2026-09-20T20:13:25,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,7,ok,,1,8192,2,4,14.84,121.6020,973630339409861,973630462344431,122.93457,832,131328,524288,652,28724,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973630339437092,973630339437912,973630339454762,973630462334761
c3_14q_decomp_p0-c3-7-r8-1789960405,2026-09-20T20:13:25,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,8,ok,,1,8192,2,4,14.84,121.6020,973630598078668,973630721026998,122.94833,832,131328,524288,345,27947,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973630598105539,973630598106169,973630598123299,973630721003318
c3_14q_decomp_p0-c3-7-r9-1789960405,2026-09-20T20:13:25,c3,build_13b440c3_20260918192735,0.001,7de69de,single,7,9,ok,,1,8192,2,4,14.84,121.6020,973630856279891,973630979218110,122.938219,832,131328,524288,676,28561,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973630856307351,973630856307981,973630856324481,973630979204840
c3_14q_decomp_p0-c3-4-r-1-1789960405,2026-09-20T20:13:25,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,-1,ok,,1,1000,2,2,8.94,8.9400,973631053343512,973631062474203,9.130691,512,65792,32000,38,1731,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631053357722,973631053358942,973631053367702,973631062463553
c3_14q_decomp_p0-c3-4-r0-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,0,ok,,1,1000,2,2,8.94,8.9400,973631131412243,973631140548964,9.136721,512,65792,32000,37,1766,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631131426973,973631131427613,973631131437753,973631140533124
c3_14q_decomp_p0-c3-4-r1-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,1,ok,,1,1000,2,2,8.94,8.9400,973631209298232,973631218443523,9.145291,512,65792,32000,40,1732,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631209312202,973631209312822,973631209322952,973631218418683
c3_14q_decomp_p0-c3-4-r2-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,2,ok,,1,1000,2,2,8.94,8.9400,973631286867257,973631296012559,9.145302,512,65792,32000,37,1768,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631286881628,973631286882278,973631286892928,973631295988849
c3_14q_decomp_p0-c3-4-r3-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,3,ok,,1,1000,2,2,8.94,8.9400,973631363988909,973631373129030,9.140121,512,65792,32000,37,1750,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631364013449,973631364014119,973631364020569,973631373111050
c3_14q_decomp_p0-c3-4-r4-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,4,ok,,1,1000,2,2,8.94,8.9400,973631442174081,973631451305352,9.131271,512,65792,32000,34,1730,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631442188671,973631442189301,973631442198181,973631451294922
c3_14q_decomp_p0-c3-4-r5-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,5,ok,,1,1000,2,2,8.94,8.9400,973631520330672,973631529471854,9.141182,512,65792,32000,36,1794,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631520344833,973631520345453,973631520354743,973631529451274
c3_14q_decomp_p0-c3-4-r6-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,6,ok,,1,1000,2,2,8.94,8.9400,973631598476374,973631607616575,9.140201,512,65792,32000,39,1739,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631598490694,973631598491314,973631598501544,973631607596995
c3_14q_decomp_p0-c3-4-r7-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,7,ok,,1,1000,2,2,8.94,8.9400,973631678483034,973631687619856,9.136822,512,65792,32000,48,1921,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631678497644,973631678498324,973631678508314,973631687604925
c3_14q_decomp_p0-c3-4-r8-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,8,ok,,1,1000,2,2,8.94,8.9400,973631757605836,973631766744277,9.138441,512,65792,32000,38,1733,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631757620266,973631757621016,973631757630176,973631766726497
c3_14q_decomp_p0-c3-4-r9-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,4,9,ok,,1,1000,2,2,8.94,8.9400,973631836062520,973631845200902,9.138382,512,65792,32000,35,1728,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631836077340,973631836078140,973631836086440,973631845183171
c3_14q_decomp_p0-c3-3-r-1-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,3,-1,ok,,1,4000,2,2,8.58,34.3360,973631917186262,973631952183972,34.99771,448,65792,128000,46,6711,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973631917201152,973631917201812,973631917210662,973631952170701
c3_14q_decomp_p0-c3-3-r0-1789960406,2026-09-20T20:13:26,c3,build_13b440c3_20260918192735,0.001,7de69de,single,3,0,ok,,1,4000,2,2,8.58,34.3360,973632022085931,973632057087721,35.00179,448,65792,128000,47,6942,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973632022100351,973632022100981,973632022110141,973632057070631
c3_14q_decomp_p0-c3-3-r1-1789960407,2026-09-20T20:13:27,c3,build_13b440c3_20260918192735,0.001,7de69de,single,3,1,ok,,1,4000,2,2,8.58,34.3360,973632126828838,973632161825508,34.99667,448,65792,128000,380,7093,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973632126843268,973632126844078,973632126852849,973632161813568
c3_14q_decomp_p0-c3-3-r2-1789960407,2026-09-20T20:13:27,c3,build_13b440c3_20260918192735,0.001,7de69de,single,3,2,ok,,1,4000,2,2,8.58,34.3360,973632230802978,973632265797328,34.99435,448,65792,128000,267,6927,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973632230817318,973632230817978,973632230826808,973632265787358
c3_14q_decomp_p0-c3-3-r3-1789960407,2026-09-20T20:13:27,c3,build_13b440c3_20260918192735,0.001,7de69de,single,3,3,ok,,1,4000,2,2,8.58,34.3360,973632335334074,973632370331554,34.99748,448,65792,128000,48,6696,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,973632335348294,973632335348974,973632335358274,973632370320514
