run_id,wall_time,mode,bitfile,wns_ns,software_commit,workload,workload_id,repeat,status,exclusion_reason,n_circuits,shots,rps,n_active_ch,per_shot_us,qpu_ms,t_start_ns,t_end_ns,elapsed_ms,cmd_bytes_logical,cmd_bytes_transferred,readout_bytes,send_block_us_max,send_block_us_total,seamless,tag,pool_tables,n_groups,cnr,cnr_wait_cycles,note,t_first_dma_done_ns,t_start_written_ns,t_first_cid_ns,t_batch_done_ns
c3_14q_decomp_smoke-c3-7-r-1-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,497071971272403,497072094215832,122.943429,832,131328,524288,50,19202,1,c3_14q_decomp_smoke,0,1,0,0,,497071971300143,497071971300663,497071971346134,497072094197772
c3_14q_decomp_smoke-c3-7-r0-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,0,ok,,1,8192,2,4,14.84,121.6020,497072246626257,497072369563816,122.937559,832,131328,524288,35,18407,1,c3_14q_decomp_smoke,0,1,0,0,,497072246653477,497072246654097,497072246676637,497072369549956
c3_14q_decomp_smoke-c3-7-r1-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,1,ok,,1,8192,2,4,14.84,121.6020,497072514538226,497072637489366,122.95114,832,131328,524288,772,20129,1,c3_14q_decomp_smoke,0,1,0,0,,497072514565387,497072514566077,497072514583827,497072637463186
c3_14q_decomp_p0-c3-7-r-1-1788500082,2026-09-03T22:34:42,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,497105178686749,497105301629318,122.942569,832,131328,524288,621,19976,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497105178713699,497105178714329,497105178740519,497105301610978
c3_14q_decomp_p200-c3-19-r6-1788500104,2026-09-03T22:35:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,6,ok,,1,4096,2,14,46.42,190.1199,497127786861256,497127977783435,190.922179,3968,458752,917504,331,30687,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497127786951657,497127786952377,497127787005067,497127977767445
c3_14q_decomp_p200-c3-19-r7-1788500105,2026-09-03T22:35:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,7,ok,,1,4096,2,14,46.42,190.1199,497128515906027,497128706819397,190.91337,3968,458752,917504,596,31306,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497128515995768,497128515996278,497128516050829,497128706809397
c3_14q_decomp_p200-c3-19-r8-1788500106,2026-09-03T22:35:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,8,ok,,1,4096,2,14,46.42,190.1199,497129224822138,497129415748237,190.926099,3968,458752,917504,435,30786,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497129224912398,497129224913018,497129225482764,497129415725467
c3_14q_decomp_p200-c3-19-r9-1788500106,2026-09-03T22:35:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,9,ok,,1,4096,2,14,46.42,190.1199,497129895735358,497130086656387,190.921029,3968,458752,917504,736,31852,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497129895825079,497129895825709,497129895878849,497130086637587
c3_14q_decomp_p0-c3-10-r-1-1788500278,2026-09-03T22:37:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,-1,ok,,1,32,2,8,27.36,0.8756,497300878541502,497300879516432,0.97493,1664,262400,4096,45,143,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497300878593583,497300878594303,497300878635773,497300879506542
c3_14q_decomp_p0-c3-10-r0-1788500278,2026-09-03T22:37:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,0,ok,,1,32,2,8,27.36,0.8756,497301196944077,497301197926007,0.98193,1664,262400,4096,43,144,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497301196996217,497301196997437,497301197028408,497301197909437
c3_14q_decomp_p0-c3-10-r1-1788500278,2026-09-03T22:37:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,1,ok,,1,32,2,8,27.36,0.8756,497301515763366,497301516740265,0.976899,1664,262400,4096,39,135,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497301515815636,497301515816376,497301515849496,497301516729135
c3_14q_decomp_p0-c3-10-r2-1788500279,2026-09-03T22:37:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,2,ok,,1,32,2,8,27.36,0.8756,497301841600324,497301842578854,0.97853,1664,262400,4096,24,135,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497301841652605,497301841653305,497301841684935,497301842565464
c3_14q_decomp_p0-c3-10-r3-1788500279,2026-09-03T22:37:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,3,ok,,1,32,2,8,27.36,0.8756,497302151882208,497302152857758,0.97555,1664,262400,4096,29,123,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497302151933768,497302151934438,497302151967109,497302152847657
c3_14q_decomp_p0-c3-10-r4-1788500279,2026-09-03T22:37:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,4,ok,,1,32,2,8,27.36,0.8756,497302462353523,497302463336423,0.9829,1664,262400,4096,27,92,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497302462405764,497302462406464,497302462437974,497302463318393
c3_14q_decomp_p0-c3-10-r5-1788500280,2026-09-03T22:38:00,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,5,ok,,1,32,2,8,27.36,0.8756,497302778612456,497302779607906,0.99545,1664,262400,4096,44,128,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497302778664917,497302778665497,497302778696897,497302779577306
c3_14q_decomp_p0-c3-10-r6-1788500280,2026-09-03T22:38:00,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,6,ok,,1,32,2,8,27.36,0.8756,497303097664187,497303098642757,0.97857,1664,262400,4096,41,122,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497303097716608,497303097717698,497303097748458,497303098628927
c3_14q_decomp_p0-c3-10-r7-1788500280,2026-09-03T22:38:00,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,7,ok,,1,32,2,8,27.36,0.8756,497303410010721,497303410985551,0.97483,1664,262400,4096,26,104,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497303410062772,497303410063442,497303410095912,497303410975671
c3_14q_decomp_p0-c3-10-r8-1788500280,2026-09-03T22:38:00,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,8,ok,,1,32,2,8,27.36,0.8756,497303728461536,497303729442896,0.98136,1664,262400,4096,27,118,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497303728513437,497303728514007,497303728546787,497303729426276
c3_14q_decomp_p0-c3-10-r9-1788500281,2026-09-03T22:38:01,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,10,9,ok,,1,32,2,8,27.36,0.8756,497304042856870,497304043832810,0.97594,1664,262400,4096,27,122,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497304042908671,497304042909421,497304042941591,497304043821840
c3_14q_decomp_p0-c3-9-r-1-1788500281,2026-09-03T22:38:01,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,-1,ok,,1,128,2,6,21.10,2.7013,497304295186784,497304297987342,2.800558,1248,196864,12288,29,327,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497304295226445,497304295227075,497304295251525,497304297972922
c3_14q_decomp_p0-c3-9-r0-1788500281,2026-09-03T22:38:01,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,0,ok,,1,128,2,6,21.10,2.7013,497304542207565,497304545008333,2.800768,1248,196864,12288,28,325,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497304542247365,497304542248015,497304542272695,497304544993833
c3_14q_decomp_p0-c3-9-r1-1788500282,2026-09-03T22:38:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,1,ok,,1,128,2,6,21.10,2.7013,497304833055234,497304835866182,2.810948,1248,196864,12288,27,312,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497304833094684,497304833095384,497304833119714,497304835841112
c3_14q_decomp_p0-c3-9-r2-1788500282,2026-09-03T22:38:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,2,ok,,1,128,2,6,21.10,2.7013,497305080322497,497305083120025,2.797528,1248,196864,12288,27,336,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497305080362307,497305080363037,497305080386977,497305083108825
c3_14q_decomp_p0-c3-9-r3-1788500282,2026-09-03T22:38:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,3,ok,,1,128,2,6,21.10,2.7013,497305369442628,497305372240986,2.798358,1248,196864,12288,27,326,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497305369481919,497305369482629,497305369510549,497305372228696
c3_14q_decomp_p0-c3-9-r4-1788500282,2026-09-03T22:38:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,4,ok,,1,128,2,6,21.10,2.7013,497305665206617,497305668049985,2.843368,1248,196864,12288,30,341,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497305665246337,497305665246967,497305665270687,497305667992544
c3_14q_decomp_p0-c3-9-r5-1788500283,2026-09-03T22:38:03,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,5,ok,,1,128,2,6,21.10,2.7013,497305914119116,497305916918934,2.799818,1248,196864,12288,28,308,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497305914158646,497305914159216,497305914183607,497305916904594
c3_14q_decomp_p0-c3-9-r6-1788500283,2026-09-03T22:38:03,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,6,ok,,1,128,2,6,21.10,2.7013,497306201804973,497306204606371,2.801398,1248,196864,12288,27,282,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497306201844564,497306201845234,497306201868754,497306204591011
c3_14q_decomp_p0-c3-9-r7-1788500283,2026-09-03T22:38:03,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,7,ok,,1,128,2,6,21.10,2.7013,497306492320869,497306495119257,2.798388,1248,196864,12288,26,325,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497306492360679,497306492361249,497306492385190,497306495106927
c3_14q_decomp_p0-c3-9-r8-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,8,ok,,1,128,2,6,21.10,2.7013,497306785704693,497306788502751,2.798058,1248,196864,12288,28,293,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497306785744014,497306785744734,497306785768824,497306788490051
c3_14q_decomp_p0-c3-9-r9-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,9,9,ok,,1,128,2,6,21.10,2.7013,497307033098418,497307035897806,2.799388,1248,196864,12288,28,332,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307033138168,497307033138748,497307033163008,497307035885035
c3_14q_decomp_p0-c3-12-r-1-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,-1,ok,,1,10000,2,1,5.43,54.3000,497307114163948,497307170059777,55.895829,192,33024,160000,45,5494,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307114171868,497307114173178,497307114189189,497307170038327
c3_14q_decomp_p0-c3-12-r0-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,0,ok,,1,10000,2,1,5.43,54.3000,497307208026087,497307263930706,55.904619,192,33024,160000,159,7674,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307208034497,497307208035067,497307208050857,497307263900866
c3_14q_decomp_p0-c3-12-r1-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,1,ok,,1,10000,2,1,5.43,54.3000,497307303021447,497307358909596,55.888149,192,33024,160000,72,7534,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307303028847,497307303029467,497307303043867,497307358895636
c3_14q_decomp_p0-c3-12-r2-1788500284,2026-09-03T22:38:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,2,ok,,1,10000,2,1,5.43,54.3000,497307438294450,497307494180529,55.886079,192,33024,160000,44,7344,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307438301740,497307438302510,497307438317230,497307494168719
c3_14q_decomp_p0-c3-12-r3-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,3,ok,,1,10000,2,1,5.43,54.3000,497307577191559,497307633081638,55.890079,192,33024,160000,43,7420,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307577199249,497307577199959,497307577215000,497307633065748
c3_14q_decomp_p0-c3-12-r4-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,4,ok,,1,10000,2,1,5.43,54.3000,497307672267840,497307728532513,56.264673,192,33024,160000,626,7484,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307672275150,497307672275790,497307672291390,497307728142949
c3_14q_decomp_p0-c3-12-r5-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,5,ok,,1,10000,2,1,5.43,54.3000,497307768973467,497307824859816,55.886349,192,33024,160000,42,6797,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307768980788,497307768981478,497307768996228,497307824848136
c3_14q_decomp_p0-c3-12-r6-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,6,ok,,1,10000,2,1,5.43,54.3000,497307903977818,497307959869957,55.892139,192,33024,160000,70,6834,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497307903985458,497307903986208,497307904018208,497307959852007
c3_14q_decomp_p0-c3-12-r7-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,7,ok,,1,10000,2,1,5.43,54.3000,497308040275951,497308096162250,55.886299,192,33024,160000,43,7503,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308040284011,497308040284661,497308040307401,497308096151240
c3_14q_decomp_p0-c3-12-r8-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,8,ok,,1,10000,2,1,5.43,54.3000,497308177839587,497308233747336,55.907749,192,33024,160000,44,7355,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308177847357,497308177847977,497308177864917,497308233714036
c3_14q_decomp_p0-c3-12-r9-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,12,9,ok,,1,10000,2,1,5.43,54.3000,497308313097990,497308368989899,55.891909,192,33024,160000,97,7643,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308313105430,497308313106070,497308313123200,497308368972648
c3_14q_decomp_p0-c3-6-r-1-1788500285,2026-09-03T22:38:05,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,-1,ok,,1,1024,2,3,12.06,12.3515,497308529556184,497308542126630,12.570446,784,98560,40960,42,1344,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308529576405,497308529577515,497308529597805,497308542101820
c3_14q_decomp_p0-c3-6-r0-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,0,ok,,1,1024,2,3,12.06,12.3515,497308678075050,497308690648006,12.572956,784,98560,40960,41,1335,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308678095570,497308678096320,497308678112780,497308690620955
c3_14q_decomp_p0-c3-6-r1-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,1,ok,,1,1024,2,3,12.06,12.3515,497308824977039,497308837537695,12.560656,784,98560,40960,61,1361,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308824996879,497308824997569,497308825015390,497308837523175
c3_14q_decomp_p0-c3-6-r2-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,2,ok,,1,1024,2,3,12.06,12.3515,497308975846518,497308988424674,12.578156,784,98560,40960,44,1409,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497308975867598,497308975868188,497308975886228,497308988392424
c3_14q_decomp_p0-c3-6-r3-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,3,ok,,1,1024,2,3,12.06,12.3515,497309126269363,497309138832978,12.563615,784,98560,40960,42,1361,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309126289153,497309126289993,497309126306253,497309138814598
c3_14q_decomp_p0-c3-6-r4-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,4,ok,,1,1024,2,3,12.06,12.3515,497309278839018,497309291405554,12.566536,784,98560,40960,43,1301,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309278858819,497309278859659,497309278876729,497309291384544
c3_14q_decomp_p0-c3-6-r5-1788500286,2026-09-03T22:38:06,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,5,ok,,1,1024,2,3,12.06,12.3515,497309431762488,497309444320314,12.557826,784,98560,40960,43,1450,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309431782498,497309431783088,497309431802208,497309444307933
c3_14q_decomp_p0-c3-6-r6-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,6,ok,,1,1024,2,3,12.06,12.3515,497309579357854,497309591920140,12.562286,784,98560,40960,45,1367,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309579378844,497309579379594,497309579395925,497309591904340
c3_14q_decomp_p0-c3-6-r7-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,7,ok,,1,1024,2,3,12.06,12.3515,497309726768528,497309739324314,12.555786,784,98560,40960,40,1289,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309726788459,497309726789139,497309726804839,497309739314594
c3_14q_decomp_p0-c3-6-r8-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,8,ok,,1,1024,2,3,12.06,12.3515,497309873311774,497309885876980,12.565206,784,98560,40960,41,1405,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497309873332074,497309873333004,497309873351765,497309885858080
c3_14q_decomp_p0-c3-6-r9-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,9,ok,,1,1024,2,3,12.06,12.3515,497310021761099,497310034317214,12.556115,784,98560,40960,54,1393,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310021781959,497310021782649,497310021800579,497310034306654
c3_14q_decomp_p0-c3-5-r-1-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,-1,ok,,1,1000,2,3,14.50,14.4960,497310183908681,497310198620548,14.711867,768,98560,48000,43,1546,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310183928611,497310183929271,497310183947851,497310198595667
c3_14q_decomp_p0-c3-5-r0-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,0,ok,,1,1000,2,3,14.50,14.4960,497310330442376,497310345166583,14.724207,768,98560,48000,44,1654,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310330462266,497310330463016,497310330478977,497310345129633
c3_14q_decomp_p0-c3-5-r1-1788500287,2026-09-03T22:38:07,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,1,ok,,1,1000,2,3,14.50,14.4960,497310481660119,497310496383176,14.723057,768,98560,48000,43,1777,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310481680919,497310481681539,497310481698319,497310496346055
c3_14q_decomp_p0-c3-5-r2-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,2,ok,,1,1000,2,3,14.50,14.4960,497310629513327,497310644211604,14.698277,768,98560,48000,42,1609,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310629534398,497310629535108,497310629551028,497310644199844
c3_14q_decomp_p0-c3-5-r3-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,3,ok,,1,1000,2,3,14.50,14.4960,497310778460147,497310793182524,14.722377,768,98560,48000,44,1561,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310778480257,497310778480897,497310778497957,497310793146454
c3_14q_decomp_p0-c3-5-r4-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,4,ok,,1,1000,2,3,14.50,14.4960,497310931057073,497310945762310,14.705237,768,98560,48000,41,1612,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497310931076663,497310931077383,497310931096014,497310945743280
c3_14q_decomp_p0-c3-5-r5-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,5,ok,,1,1000,2,3,14.50,14.4960,497311078756220,497311093459398,14.703178,768,98560,48000,43,1623,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311078776331,497311078776951,497311078793241,497311093443277
c3_14q_decomp_p0-c3-5-r6-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,6,ok,,1,1000,2,3,14.50,14.4960,497311226301936,497311241021743,14.719807,768,98560,48000,42,1575,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311226322886,497311226323706,497311226340957,497311240988993
c3_14q_decomp_p0-c3-5-r7-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,7,ok,,1,1000,2,3,14.50,14.4960,497311373616980,497311388351747,14.734767,768,98560,48000,42,1472,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311373636850,497311373637520,497311373654350,497311388303306
c3_14q_decomp_p0-c3-5-r8-1788500288,2026-09-03T22:38:08,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,8,ok,,1,1000,2,3,14.50,14.4960,497311520758101,497311535481358,14.723257,768,98560,48000,42,1673,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311520778241,497311520778911,497311520801362,497311535444868
c3_14q_decomp_p0-c3-5-r9-1788500289,2026-09-03T22:38:09,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,5,9,ok,,1,1000,2,3,14.50,14.4960,497311668016754,497311682739321,14.722567,768,98560,48000,43,1640,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311668037524,497311668038204,497311668054514,497311682703961
c3_14q_decomp_p0-c3-11-r-1-1788500289,2026-09-03T22:38:09,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,-1,ok,,1,1024,2,5,18.92,19.3761,497311914747492,497311934352448,19.604956,1392,164096,73728,42,2526,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497311914780932,497311914781572,497311914801362,497311934336978
c3_14q_decomp_p0-c3-11-r0-1788500289,2026-09-03T22:38:09,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,0,ok,,1,1024,2,5,18.92,19.3761,497312127902314,497312147510160,19.607846,1392,164096,73728,44,3132,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497312127934954,497312127935564,497312127957504,497312147492869
c3_14q_decomp_p0-c3-11-r1-1788500289,2026-09-03T22:38:09,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,1,ok,,1,1024,2,5,18.92,19.3761,497312344298928,497312363901624,19.602696,1392,164096,73728,31,1844,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497312344332188,497312344332708,497312344353698,497312363889574
c3_14q_decomp_p0-c3-11-r2-1788500289,2026-09-03T22:38:09,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,2,ok,,1,1024,2,5,18.92,19.3761,497312557823633,497312577434510,19.610877,1392,164096,73728,36,2098,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497312557856844,497312557857484,497312557878364,497312577414049
c3_14q_decomp_p0-c3-11-r3-1788500290,2026-09-03T22:38:10,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,3,ok,,1,1024,2,5,18.92,19.3761,497312773089096,497312792706583,19.617487,1392,164096,73728,35,1837,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497312773122217,497312773123337,497312773148557,497312792679772
c3_14q_decomp_p0-c3-11-r4-1788500290,2026-09-03T22:38:10,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,4,ok,,1,1024,2,5,18.92,19.3761,497312986104527,497313005705393,19.600866,1392,164096,73728,37,2163,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497312986138157,497312986138777,497312986159847,497313005694883
c3_14q_decomp_p0-c3-11-r5-1788500290,2026-09-03T22:38:10,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,11,5,ok,,1,1024,2,5,18.92,19.3761,497313199820644,497313219437621,19.616977,1392,164096,73728,28,2384,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497313199854685,497313199855385,497313199874775,497313219411760
